Source Code,Source Name,Source Coding Scheme,Source Coding Scheme Version,Source Coding Scheme Namespace,Association Name,REL,Map Rank,Target Code,Target Name,Target Coding Scheme,Target Coding Scheme Version,Target Coding Scheme Namespace
"CDR0000041280","carboplatin/cisplatin/etoposide/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10449","Carboplatin/Cisplatin/Etoposide/Sargramostim","NCI","17.01e","NCI"
"CDR0000041282","chlorambucil/epirubicin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10450","Chlorambucil/Epirubicin","NCI","17.01e","NCI"
"CDR0000041283","altretamine/carboplatin/cyclophosphamide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10451","Altretamine/Carboplatin/Cyclophosphamide","NCI","17.01e","NCI"
"CDR0000041284","floxuridine/interferon alfa/mitomycin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11025","Floxuridine/Interferon Alfa/Mitomycin","NCI","17.01e","NCI"
"CDR0000041285","cyclophosphamide/doxorubicin/fluorouracil/methotrexate/prednisone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10452","Cyclophosphamide/Doxorubicin/Fluorouracil/Methotrexate/Prednisone","NCI","17.01e","NCI"
"CDR0000041286","cisplatin/cyclophosphamide/fluorouracil/methotrexate/prednisone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10453","Cisplatin/Cyclophosphamide/Fluorouracil/Methotrexate/Prednisone","NCI","17.01e","NCI"
"CDR0000041287","cyclophosphamide/melphalan","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10454","Cyclophosphamide/Melphalan","NCI","17.01e","NCI"
"CDR0000041288","bleomycin/cisplatin/etoposide/ifosfamide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10455","Bleomycin/Cisplatin/Etoposide/Ifosfamide","NCI","17.01e","NCI"
"CDR0000041289","cisplatin/doxorubicin/filgrastim/methotrexate/vinblastine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10456","Cisplatin/Doxorubicin/Filgrastim/Methotrexate/Vinblastine","NCI","17.01e","NCI"
"CDR0000041290","cisplatin/fluorouracil/interferon alfa/leucovorin calcium","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11026","Cisplatin/Fluorouracil/Interferon Alfa/Leucovorin Calcium","NCI","17.01e","NCI"
"CDR0000041291","cisplatin/filgrastim/paclitaxel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10457","Cisplatin/Filgrastim/Paclitaxel","NCI","17.01e","NCI"
"CDR0000041292","flutamide/leuprolide/suramin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10458","Flutamide/Leuprolide/Suramin","NCI","17.01e","NCI"
"CDR0000041293","gene therapy","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C15238","Gene Therapy","NCI","17.01e","NCI"
"CDR0000041294","cystemustine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1167","Cystemustine","NCI","17.01e","NCI"
"CDR0000041295","oxidopamine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1316","Oxidopamine","NCI","17.01e","NCI"
"CDR0000041296","fluorouracil/leucovorin calcium/mitoxantrone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10459","Fluorouracil/Leucovorin Calcium/Mitoxantrone/Vincristine","NCI","17.01e","NCI"
"CDR0000041297","cytarabine/daunorubicin/pegaspargase/prednisone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10460","Cytarabine/Daunorubicin/Pegaspargase/Prednisone/Vincristine","NCI","17.01e","NCI"
"CDR0000041298","bicalutamide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1599","Bicalutamide","NCI","17.01e","NCI"
"CDR0000041299","alendronate sodium","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C973","Alendronate Sodium","NCI","17.01e","NCI"
"CDR0000041300","fluorouracil/interleukin-2/leucovorin calcium/lymphokine-activated killer cells","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10461","Fluorouracil/Interleukin-2/Leucovorin Calcium/Lymphokine-Activated Killer Cells","NCI","17.01e","NCI"
"CDR0000041301","carboplatin/interleukin-1-alpha","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10462","Carboplatin/Interleukin-1-Alpha","NCI","17.01e","NCI"
"CDR0000041302","carboplatin/etoposide/ifosfamide/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10463","Carboplatin/Etoposide/Ifosfamide/Sargramostim","NCI","17.01e","NCI"
"CDR0000041303","cisplatin/cyclophosphamide/leuprolide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10464","Cisplatin/Cyclophosphamide/Leuprolide","NCI","17.01e","NCI"
"CDR0000041304","interferon gamma/interleukin-2/tumor infiltrating lymphocytes","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10465","Interferon Gamma/Interleukin-2/Tumor Infiltrating Lymphocytes","NCI","17.01e","NCI"
"CDR0000041305","ranpirnase","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1183","Ranpirnase","NCI","17.01e","NCI"
"CDR0000041306","interleukin-2/monoclonal antibody R24","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C15530","Interleukin-2/Monoclonal Antibody R24","NCI","17.01e","NCI"
"CDR0000041307","fluorouracil/interferon alfa/interleukin-2","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11027","Fluorouracil/Interferon Alfa/Interleukin-2","NCI","17.01e","NCI"
"CDR0000041308","cytarabine/interferon alfa","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11028","Cytarabine/Interferon Alfa","NCI","17.01e","NCI"
"CDR0000041309","fludarabine/interferon alfa","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11029","Fludarabine/Interferon Alfa","NCI","17.01e","NCI"
"CDR0000041310","fluorouracil/interferon alfa/leucovorin calcium/methotrexate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11030","Fluorouracil/Interferon Alfa/Leucovorin Calcium/Methotrexate","NCI","17.01e","NCI"
"CDR0000041311","asparaginase/cytarabine/methotrexate/prednisone/thioguanine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10466","Asparaginase/Cytarabine/Methotrexate/Prednisone/Thioguanine","NCI","17.01e","NCI"
"CDR0000041312","asparaginase/cytarabine/methotrexate/prednisone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10467","Asparaginase/Cytarabine/Methotrexate/Prednisone/Vincristine","NCI","17.01e","NCI"
"CDR0000041313","asparaginase/prednisone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10468","Asparaginase/Prednisone","NCI","17.01e","NCI"
"CDR0000041314","cyclophosphamide/cytarabine/daunorubicin/methotrexate/prednisone/thioguanine/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10469","Cyclophosphamide/Cytarabine/Daunorubicin/Methotrexate/Prednisone/Thioguanine/Vincristine","NCI","17.01e","NCI"
"CDR0000041315","asparaginase/cyclophosphamide/cytarabine/daunorubicin/methotrexate/prednisone/thioguanine/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10470","Asparaginase/Cyclophosphamide/Cytarabine/Daunorubicin/Methotrexate/Prednisone/Thioguanine/Vincristine","NCI","17.01e","NCI"
"CDR0000041316","doxorubicin/estradiol/goserelin/thiotepa/vinblastine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10471","Doxorubicin/Estradiol/Goserelin/Thiotepa/Vinblastine","NCI","17.01e","NCI"
"CDR0000041317","bleomycin/lomustine/methotrexate/vinblastine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9773","Bleomycin/Lomustine/Methotrexate/Vinblastine","NCI","17.01e","NCI"
"CDR0000041318","cisplatin/interferon alfa/interleukin-2/vinblastine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11031","Cisplatin/Interferon Alfa/interleukin-2/Vinblastine","NCI","17.01e","NCI"
"CDR0000041319","fluoxymesterone/tamoxifen","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10472","Fluoxymesterone/Tamoxifen","NCI","17.01e","NCI"
"CDR0000041320","carboplatin/fluorouracil/procarbazine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10473","Carboplatin/Fluorouracil/Procarbazine","NCI","17.01e","NCI"
"CDR0000041321","fluorouracil/leucovorin calcium/zidovudine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10474","Fluorouracil/Leucovorin Calcium/Zidovudine","NCI","17.01e","NCI"
"CDR0000041322","monoclonal antibody R24/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C15531","Monoclonal Antibody R24/Sargramostim","NCI","17.01e","NCI"
"CDR0000041323","filgrastim/piroxantrone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10475","Filgrastim/Piroxantrone","NCI","17.01e","NCI"
"CDR0000041324","doxorubicin/paclitaxel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10476","Doxorubicin/Paclitaxel","NCI","17.01e","NCI"
"CDR0000041325","doxorubicin/filgrastim/paclitaxel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10477","Doxorubicin/Filgrastim/Paclitaxel","NCI","17.01e","NCI"
"CDR0000041326","cisplatin/fluorouracil/interferon alfa","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11032","Cisplatin/Fluorouracil/Interferon Alfa","NCI","17.01e","NCI"
"CDR0000041327","stage II non-small cell lung cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C7777","Stage II Non-Small Cell Lung Cancer","NCI","17.01e","NCI"
"CDR0000041328","cyclophosphamide/daunorubicin/dexamethasone/etoposide/methotrexate/thiotepa/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10478","Cyclophosphamide/Daunorubicin/Dexamethasone/Etoposide/Methotrexate/Thiotepa/Vincristine","NCI","17.01e","NCI"
"CDR0000041329","asparaginase/cytarabine/etoposide/methotrexate/methylprednisolone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10479","Asparaginase/Cytarabine/Etoposide/Methotrexate/Methylprednisolone/Vincristine","NCI","17.01e","NCI"
"CDR0000041330","asparaginase/cytarabine/etoposide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10480","Asparaginase/Cytarabine/Etoposide","NCI","17.01e","NCI"
"CDR0000041331","interleukin-2/PEG-interleukin-2","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10481","Interleukin-2/PEG-Interleukin-2","NCI","17.01e","NCI"
"CDR0000041332","cisplatin/dacarbazine/interleukin-2/tamoxifen","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10482","Cisplatin/Dacarbazine/Interleukin-2/Tamoxifen","NCI","17.01e","NCI"
"CDR0000041333","idoxuridine/leucovorin calcium","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10483","Idoxuridine/Leucovorin Calcium","NCI","17.01e","NCI"
"CDR0000041334","in vitro-treated peripheral blood stem cell transplantation","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C15532","In Vitro-Treated Peripheral Blood Stem Cell Transplantation","NCI","17.01e","NCI"
"CDR0000041335","cyclophosphamide/dexamethasone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10484","Cyclophosphamide/Dexamethasone/Vincristine","NCI","17.01e","NCI"
"CDR0000041336","cyclophosphamide/dexamethasone/filgrastim/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10485","Cyclophosphamide/Dexamethasone/Filgrastim/Vincristine","NCI","17.01e","NCI"
"CDR0000041337","carmustine/cisplatin/cyclophosphamide/filgrastim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10486","Carmustine/Cisplatin/Cyclophosphamide/Filgrastim","NCI","17.01e","NCI"
"CDR0000041338","male breast cancer","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3862","Male Breast Carcinoma","NCI","17.01e","NCI"
"CDR0000041339","albuterol sulfate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C47957","Albuterol Sulfate","NCI","17.01e","NCI"
"CDR0000041340","theophylline","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C872","Theophylline","NCI","17.01e","NCI"
"CDR0000041341","dexniguldipine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1465","Dexniguldipine","NCI","17.01e","NCI"
"CDR0000041342","cyclophosphamide/doxorubicin/filgrastim/prednisone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10487","Cyclophosphamide/Doxorubicin/Filgrastim/Prednisone/Vincristine","NCI","17.01e","NCI"
"CDR0000041343","diaziquone/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10488","Diaziquone/Sargramostim","NCI","17.01e","NCI"
"CDR0000041344","cyclophosphamide/fludarabine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10489","Cyclophosphamide/Fludarabine","NCI","17.01e","NCI"
"CDR0000041345","bladder irrigation","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C15397","Bladder Irrigation","NCI","17.01e","NCI"
"CDR0000041346","cerebral edema management","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C15371","Cerebral Edema Management","NCI","17.01e","NCI"
"CDR0000041347","glycine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C524","Glycine","NCI","17.01e","NCI"
"CDR0000041348","lymphedema","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3207","Lymphedema","NCI","17.01e","NCI"
"CDR0000041349","filgrastim/fluorouracil/leucovorin calcium","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10490","Filgrastim/Fluorouracil/Leucovorin Calcium","NCI","17.01e","NCI"
"CDR0000041350","asparaginase/cyclophosphamide/cytarabine/dexamethasone/doxorubicin/thioguanine/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10491","Asparaginase/Cyclophosphamide/Cytarabine/Dexamethasone/Doxorubicin/Thioguanine/Vincristine","NCI","17.01e","NCI"
"CDR0000041351","terephthalamidine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1245","Terephthalamidine","NCI","17.01e","NCI"
"CDR0000041352","carboplatin/interleukin-3","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10492","Carboplatin/Interleukin-3","NCI","17.01e","NCI"
"CDR0000041353","methotrexate/thioguanine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10493","Methotrexate/Thioguanine","NCI","17.01e","NCI"
"CDR0000041354","dolasetron mesylate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1153","Dolasetron Mesylate","NCI","17.01e","NCI"
"CDR0000041355","carboplatin/fluorouracil/hydroxyurea/leucovorin calcium","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10494","Carboplatin/Fluorouracil/Hydroxyurea/Leucovorin Calcium","NCI","17.01e","NCI"
"CDR0000041356","cisplatin/fluorouracil/hydroxyurea/leucovorin calcium","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10495","Cisplatin/Fluorouracil/Hydroxyurea/Leucovorin Calcium","NCI","17.01e","NCI"
"CDR0000041357","placental-site gestational trophoblastic tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3757","Placental-Site Gestational Trophoblastic Tumor","NCI","17.01e","NCI"
"CDR0000041358","loxoribine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C1470","Loxoribine","NCI","17.01e","NCI"
"CDR0000041359","carboplatin/doxorubicin/ifosfamide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10496","Carboplatin/Doxorubicin/Ifosfamide","NCI","17.01e","NCI"
"CDR0000041360","cyclophosphamide/doxorubicin/filgrastim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10497","Cyclophosphamide/Doxorubicin/Filgrastim","NCI","17.01e","NCI"
"CDR0000041361","doxorubicin/vinblastine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10498","Doxorubicin/Vinblastine","NCI","17.01e","NCI"
"CDR0000041362","dimethylbusulfan/etoposide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10499","Dimethylbusulfan/Etoposide","NCI","17.01e","NCI"
"CDR0000041363","cyclophosphamide/doxorubicin/prednisolone/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9648","Cyclophosphamide/Doxorubicin/Prednisolone/Vincristine","NCI","17.01e","NCI"
"CDR0000041364","dacarbazine/tamoxifen","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10500","Dacarbazine/Tamoxifen","NCI","17.01e","NCI"
"CDR0000041365","dacarbazine/interferon alfa","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11033","Dacarbazine/Interferon Alfa","NCI","17.01e","NCI"
"CDR0000041366","dacarbazine/interferon alfa/tamoxifen","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11034","Dacarbazine/Interferon Alfa/Tamoxifen","NCI","17.01e","NCI"
"CDR0000041367","amifostine/cisplatin/etoposide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10501","Amifostine/Cisplatin/Etoposide","NCI","17.01e","NCI"
"CDR0000041368","cyclophosphamide/etoposide/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10502","Cyclophosphamide/Etoposide/Sargramostim","NCI","17.01e","NCI"
"CDR0000041369","bleomycin/cisplatin/ifosfamide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9528","Bleomycin/Cisplatin/Ifosfamide","NCI","17.01e","NCI"
"CDR0000041370","piroxantrone/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10503","Piroxantrone/Sargramostim","NCI","17.01e","NCI"
"CDR0000041371","carboplatin/epoetin alfa/etoposide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10504","Carboplatin/Epoetin Alfa/Etoposide","NCI","17.01e","NCI"
"CDR0000041372","carboplatin/cisplatin/interferon alfa/tamoxifen","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C11035","Carboplatin/Cisplatin/Interferon Alfa/Tamoxifen","NCI","17.01e","NCI"
"CDR0000041373","carboplatin/cytarabine/dexamethasone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10505","Carboplatin/Cytarabine/Dexamethasone","NCI","17.01e","NCI"
"CDR0000041374","carboplatin/cytarabine/dexamethasone/sargramostim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10506","Carboplatin/Cytarabine/Dexamethasone/Sargramostim","NCI","17.01e","NCI"
"CDR0000041375","Detox-B adjuvant","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2566","Detox-B Adjuvant","NCI","17.01e","NCI"
"CDR0000041376","carboplatin/dacarbazine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10507","Carboplatin/Dacarbazine","NCI","17.01e","NCI"
"CDR0000041377","carboplatin/dacarbazine/tamoxifen","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10508","Carboplatin/Dacarbazine/Tamoxifen","NCI","17.01e","NCI"
"CDR0000041378","cyclophosphamide/dexamethasone/doxorubicin/methotrexate/vincristine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10509","Cyclophosphamide/Dexamethasone/Doxorubicin/Methotrexate/Vincristine","NCI","17.01e","NCI"
"CDR0000041379","cyclophosphamide/filgrastim","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10510","Cyclophosphamide/Filgrastim","NCI","17.01e","NCI"
"CDR0000041380","filgrastim/interleukin-1-beta","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C10511","Filgrastim/Interleukin-1-Beta","NCI","17.01e","NCI"
"CDR0000041381","cancer-related problem/condition","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8278","Cancer-Related Condition","NCI","17.01e","NCI"
"CDR0000041382","anemia","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2869","Anemia","NCI","17.01e","NCI"
"CDR0000041383","cerebral edema","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C4909","Cerebral Edema","NCI","17.01e","NCI"
"CDR0000041384","drug/agent toxicity by tissue/organ","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C27955","Drug Toxicity","NCI","17.01e","NCI"
"CDR0000041385","cardiac toxicity","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C27994","Cardiotoxicity","NCI","17.01e","NCI"
"CDR0000041386","drug extravasation","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C4053","Drug Extravasation","NCI","17.01e","NCI"
"CDR0000041387","neutropenia","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C80520","Neutropenia","NCI","17.01e","NCI"
"CDR0000041388","neurotoxicity","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C27961","Neurotoxicity Syndrome","NCI","17.01e","NCI"
"CDR0000041389","urinary tract toxicity","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C27995","Urinary Tract Toxicity","NCI","17.01e","NCI"
"CDR0000041390","fatigue","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3036","Fatigue","NCI","17.01e","NCI"
"CDR0000041391","hypercalcemia of malignancy","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3496","Hypercalcemia of Malignancy","NCI","17.01e","NCI"
"CDR0000041392","hypoglycemia","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3126","Hypoglycemia","NCI","17.01e","NCI"
"CDR0000041393","infection","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C26726","Infectious Disorder","NCI","17.01e","NCI"
"CDR0000041394","long-term effects secondary to cancer therapy in children","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8279","Long-Term Effects Secondary to Cancer Therapy in Children","NCI","17.01e","NCI"
"CDR0000041395","nausea and vomiting","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3259","Nausea and Vomiting","NCI","17.01e","NCI"
"CDR0000041395","nausea and vomiting","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C7929","Anticipatory Nausea and Vomiting","NCI","17.01e","NCI"
"CDR0000041396","malnutrition","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3669","Malnutrition","NCI","17.01e","NCI"
"CDR0000041397","anorexia","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2875","Anorexia","NCI","17.01e","NCI"
"CDR0000041398","cachexia","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C2913","Cachexia","NCI","17.01e","NCI"
"CDR0000041399","pain","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3303","Pain","NCI","17.01e","NCI"
"CDR0000041400","perioperative/postoperative complications","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8280","Perioperative/Postoperative Complications","NCI","17.01e","NCI"
"CDR0000041401","poor vascular access","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8281","Poor Vascular Access","NCI","17.01e","NCI"
